zone_id,hour,demand_kwh,effective_need,served_fraction,allocated_kwh,zone_name,category,criticality_score
Z002,31,37.25,200.5,1.0,37.25,Hospital_2,hospital,10
Z002,32,34.76,175.6,1.0,34.76,Hospital_2,hospital,10
Z002,33,33.83,166.29999999999998,1.0,33.83,Hospital_2,hospital,10
Z002,34,35.19,179.89999999999998,1.0,35.19,Hospital_2,hospital,10
Z002,35,32.17,149.70000000000002,1.0,32.17,Hospital_2,hospital,10
Z002,36,33.74,165.40000000000003,1.0,33.74,Hospital_2,hospital,10
Z002,37,36.55,193.49999999999997,1.0,36.55,Hospital_2,hospital,10
Z002,38,36.71,195.10000000000002,1.0,36.71,Hospital_2,hospital,10
Z002,39,39.19,219.89999999999998,1.0,39.19,Hospital_2,hospital,10
Z002,40,36.33,191.29999999999998,1.0,36.33,Hospital_2,hospital,10
Z002,41,33.48,162.79999999999998,1.0,33.48,Hospital_2,hospital,10
Z002,42,41.32,241.20000000000002,1.0,41.32,Hospital_2,hospital,10
Z002,43,39.62,224.2,1.0,39.62,Hospital_2,hospital,10
Z002,44,34.88,176.80000000000004,1.0,34.88,Hospital_2,hospital,10
Z002,45,40.25,230.5,1.0,40.25,Hospital_2,hospital,10
Z002,46,37.07,198.70000000000002,1.0,37.07,Hospital_2,hospital,10
Z002,47,32.71,155.10000000000002,1.0,32.71,Hospital_2,hospital,10
Z003,0,19.95,139.65,1.0,19.95,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,1,17.89,125.23,1.0,17.89,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,2,19.86,139.01999999999998,1.0,19.86,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,3,17.27,120.89,1.0,17.27,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,4,17.86,125.02,1.0,17.86,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,5,17.83,124.80999999999999,1.0,17.83,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,6,17.72,124.03999999999999,1.0,17.72,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,7,17.14,119.98,1.0,17.14,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,8,18.37,128.59,1.0,18.37,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,9,19.31,135.17,1.0,19.31,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,10,18.81,131.67,1.0,18.81,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,11,17.43,122.00999999999999,1.0,17.43,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,12,19.05,133.35,1.0,19.05,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,13,22.64,158.48000000000002,1.0,22.64,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,14,23.32,163.24,1.0,23.32,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,15,24.93,174.51,1.0,24.93,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,16,23.29,163.03,1.0,23.29,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,17,28.94,202.58,1.0,28.94,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,18,27.33,191.31,1.0,27.33,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,19,24.39,170.73000000000002,1.0,24.39,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,20,27.32,191.24,1.0,27.32,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,21,27.99,195.92999999999998,1.0,27.99,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,22,20.86,146.01999999999998,1.0,20.86,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,23,21.74,152.17999999999998,1.0,21.74,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,24,19.99,139.92999999999998,1.0,19.99,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,25,19.17,134.19,1.0,19.17,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,26,18.0,126.0,1.0,18.0,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,27,17.88,125.16,1.0,17.88,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,28,18.07,126.49000000000001,1.0,18.07,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,29,20.15,141.04999999999998,1.0,20.15,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,30,20.48,143.36,1.0,20.48,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,31,17.56,122.91999999999999,1.0,17.56,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,32,17.13,119.91,1.0,17.13,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,33,21.06,147.42,1.0,21.06,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,34,17.07,119.49000000000001,1.0,17.07,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,35,17.82,124.74000000000001,1.0,17.82,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,36,20.51,143.57000000000002,1.0,20.51,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,37,23.13,161.91,1.0,23.13,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,38,25.85,180.95000000000002,1.0,25.85,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,39,26.51,185.57000000000002,1.0,26.51,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,40,24.55,171.85,1.0,24.55,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,41,26.69,186.83,1.0,26.69,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,42,26.29,184.03,1.0,26.29,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,43,28.82,201.74,1.0,28.82,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,44,25.88,181.16,1.0,25.88,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,45,23.83,166.81,1.0,23.83,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,46,22.82,159.74,1.0,22.82,ColdStorage_WaterPump_1,cold_storage_water,7
Z003,47,24.43,171.01,1.0,24.43,ColdStorage_WaterPump_1,cold_storage_water,7
Z004,0,29.08,203.56,1.0,29.08,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,1,23.68,165.76,1.0,23.68,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,2,25.71,179.97,1.0,25.71,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,3,26.63,186.41,1.0,26.63,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,4,28.53,199.71,1.0,28.53,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,5,25.01,175.07000000000002,1.0,25.01,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,6,27.7,193.9,1.0,27.7,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,7,27.9,195.29999999999998,1.0,27.9,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,8,25.52,178.64,1.0,25.52,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,9,26.33,184.31,1.0,26.33,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,10,29.46,206.22,1.0,29.46,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,11,29.9,209.29999999999998,1.0,29.9,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,12,31.6,221.20000000000002,1.0,31.6,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,13,33.67,235.69,1.0,33.67,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,14,38.21,267.47,1.0,38.21,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,15,37.73,264.10999999999996,1.0,37.73,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,16,37.83,264.81,1.0,37.83,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,17,36.08,252.56,1.0,36.08,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,18,38.06,266.42,1.0,38.06,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,19,37.86,265.02,1.0,37.86,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,20,44.38,310.66,1.0,44.38,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,21,37.61,263.27,1.0,37.61,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,22,38.49,269.43,1.0,38.49,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,23,35.63,249.41000000000003,1.0,35.63,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,24,29.72,208.04,1.0,29.72,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,25,29.0,203.0,1.0,29.0,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,26,23.15,162.04999999999998,1.0,23.15,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,27,26.78,187.46,1.0,26.78,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,28,28.0,196.0,1.0,28.0,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,29,22.8,159.6,1.0,22.8,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,30,24.78,173.46,1.0,24.78,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,31,28.32,198.24,1.0,28.32,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,32,26.22,183.54,1.0,26.22,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,33,24.88,174.16,1.0,24.88,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,34,26.04,182.28,1.0,26.04,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,35,26.22,183.54,1.0,26.22,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,36,31.36,219.51999999999998,1.0,31.36,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,37,33.91,237.36999999999998,1.0,33.91,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,38,35.16,246.11999999999998,1.0,35.16,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,39,36.53,255.71,1.0,36.53,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,40,37.92,265.44,1.0,37.92,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,41,41.07,287.49,1.0,41.07,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,42,38.84,271.88,1.0,38.84,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,43,39.51,276.57,1.0,39.51,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,44,37.7,263.90000000000003,1.0,37.7,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,45,35.1,245.70000000000002,1.0,35.1,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,46,34.24,239.68,1.0,34.24,ColdStorage_WaterPump_2,cold_storage_water,7
Z004,47,34.3,240.09999999999997,1.0,34.3,ColdStorage_WaterPump_2,cold_storage_water,7
Z005,0,1.08,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,1,1.02,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,2,0.97,0.0,0.63494072,0.6158924984,School_Institution_1,school_institutional,5
Z005,3,1.72,0.0,0.26505928,0.4559019616,School_Institution_1,school_institutional,5
Z005,4,2.85,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,5,4.56,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,6,6.85,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,7,10.02,0.0,0.23494072,2.3541060143999997,School_Institution_1,school_institutional,5
Z005,8,13.29,0.0,0.26505928,3.5226378312,School_Institution_1,school_institutional,5
Z005,9,17.19,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,10,20.05,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,11,22.53,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,12,22.57,0.0,0.23494072,5.3026120504,School_Institution_1,school_institutional,5
Z005,13,20.44,0.0,0.26505928,5.417811683200001,School_Institution_1,school_institutional,5
Z005,14,18.93,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,15,16.73,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,16,12.81,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,17,10.18,0.0,0.23494072,2.3916965296,School_Institution_1,school_institutional,5
Z005,18,7.47,0.0,0.26505928,1.9799928216,School_Institution_1,school_institutional,5
Z005,19,4.43,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,20,2.6,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,21,1.84,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,22,1.08,0.0,0.5,0.54,School_Institution_1,school_institutional,5
Z005,23,1.12,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,24,0.99,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,25,1.19,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,26,1.12,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,27,1.7,0.0,0.5,0.85,School_Institution_1,school_institutional,5
Z005,28,2.85,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,29,4.69,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,30,6.92,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,31,9.69,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,32,12.18,0.0,0.5,6.09,School_Institution_1,school_institutional,5
Z005,33,17.48,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,34,18.95,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,35,20.96,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,36,21.64,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,37,17.91,0.0,0.5,8.955,School_Institution_1,school_institutional,5
Z005,38,19.6,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,39,15.93,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,40,12.83,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,41,9.9,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,42,6.58,0.0,0.5,3.29,School_Institution_1,school_institutional,5
Z005,43,4.89,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,44,2.79,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,45,1.62,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z005,46,1.02,0.0,0.5,0.51,School_Institution_1,school_institutional,5
Z005,47,1.09,0.0,0.0,0.0,School_Institution_1,school_institutional,5
Z006,0,1.09,5.45,1.0,1.09,School_Institution_2,school_institutional,5
Z006,1,1.01,5.05,1.0,1.01,School_Institution_2,school_institutional,5
Z006,2,0.95,4.75,1.0,0.95,School_Institution_2,school_institutional,5
Z006,3,1.77,8.85,1.0,1.77,School_Institution_2,school_institutional,5
Z006,4,2.65,13.25,0.29448306,0.780380109,School_Institution_2,school_institutional,5
Z006,5,4.84,24.2,1.0,4.84,School_Institution_2,school_institutional,5
Z006,6,6.76,33.8,1.0,6.76,School_Institution_2,school_institutional,5
Z006,7,9.16,45.8,1.0,9.16,School_Institution_2,school_institutional,5
Z006,8,12.18,60.9,1.0,12.18,School_Institution_2,school_institutional,5
Z006,9,16.2,81.0,1.0,16.2,School_Institution_2,school_institutional,5
Z006,10,19.42,97.10000000000001,1.0,19.42,School_Institution_2,school_institutional,5
Z006,11,20.0,100.0,1.0,20.0,School_Institution_2,school_institutional,5
Z006,12,22.07,110.35,1.0,22.07,School_Institution_2,school_institutional,5
Z006,13,22.78,113.9,1.0,22.78,School_Institution_2,school_institutional,5
Z006,14,18.2,91.0,1.0,18.2,School_Institution_2,school_institutional,5
Z006,15,14.68,73.4,1.0,14.68,School_Institution_2,school_institutional,5
Z006,16,11.87,59.349999999999994,1.0,11.87,School_Institution_2,school_institutional,5
Z006,17,8.76,43.8,1.0,8.76,School_Institution_2,school_institutional,5
Z006,18,6.52,32.599999999999994,1.0,6.52,School_Institution_2,school_institutional,5
Z006,19,4.32,21.6,1.0,4.32,School_Institution_2,school_institutional,5
Z006,20,2.6,13.0,1.0,2.6,School_Institution_2,school_institutional,5
Z006,21,1.71,8.55,1.0,1.71,School_Institution_2,school_institutional,5
Z006,22,0.88,4.4,1.0,0.88,School_Institution_2,school_institutional,5
Z006,23,0.96,4.8,1.0,0.96,School_Institution_2,school_institutional,5
Z006,24,1.17,5.85,0.0,0.0,School_Institution_2,school_institutional,5
Z006,25,1.11,5.550000000000001,1.0,1.11,School_Institution_2,school_institutional,5
Z006,26,1.08,5.4,1.0,1.08,School_Institution_2,school_institutional,5
Z006,27,1.71,8.55,1.0,1.71,School_Institution_2,school_institutional,5
Z006,28,3.13,15.649999999999999,1.0,3.13,School_Institution_2,school_institutional,5
Z006,29,4.66,23.3,1.0,4.66,School_Institution_2,school_institutional,5
Z006,30,6.81,34.05,1.0,6.81,School_Institution_2,school_institutional,5
Z006,31,8.86,44.3,1.0,8.86,School_Institution_2,school_institutional,5
Z006,32,12.61,63.05,1.0,12.61,School_Institution_2,school_institutional,5
Z006,33,15.07,75.35,1.0,15.07,School_Institution_2,school_institutional,5
Z006,34,17.65,88.25,1.0,17.65,School_Institution_2,school_institutional,5
Z006,35,19.38,96.89999999999999,1.0,19.38,School_Institution_2,school_institutional,5
Z006,36,20.83,104.14999999999999,1.0,20.83,School_Institution_2,school_institutional,5
Z006,37,19.84,99.2,1.0,19.84,School_Institution_2,school_institutional,5
Z006,38,19.4,97.0,1.0,19.4,School_Institution_2,school_institutional,5
Z006,39,14.51,72.55,1.0,14.51,School_Institution_2,school_institutional,5
Z006,40,12.54,62.699999999999996,1.0,12.54,School_Institution_2,school_institutional,5
Z006,41,10.63,53.150000000000006,1.0,10.63,School_Institution_2,school_institutional,5
Z006,42,6.8,34.0,1.0,6.8,School_Institution_2,school_institutional,5
Z006,43,4.84,24.2,1.0,4.84,School_Institution_2,school_institutional,5
Z006,44,3.02,15.1,1.0,3.02,School_Institution_2,school_institutional,5
Z006,45,1.79,8.95,1.0,1.79,School_Institution_2,school_institutional,5
Z006,46,1.09,5.45,1.0,1.09,School_Institution_2,school_institutional,5
Z006,47,0.96,4.8,1.0,0.96,School_Institution_2,school_institutional,5
Z007,0,1.24,6.2,1.0,1.24,School_Institution_3,school_institutional,5
Z007,1,1.23,6.15,1.0,1.23,School_Institution_3,school_institutional,5
Z007,2,1.14,5.699999999999999,1.0,1.14,School_Institution_3,school_institutional,5
Z007,3,1.95,9.75,1.0,1.95,School_Institution_3,school_institutional,5
Z007,4,3.15,15.75,1.0,3.15,School_Institution_3,school_institutional,5
Z007,5,4.9,24.5,1.0,4.9,School_Institution_3,school_institutional,5
Z007,6,8.27,41.349999999999994,1.0,8.27,School_Institution_3,school_institutional,5
Z007,7,11.48,57.400000000000006,1.0,11.48,School_Institution_3,school_institutional,5
Z007,8,14.62,73.1,1.0,14.62,School_Institution_3,school_institutional,5
Z007,9,17.9,89.5,1.0,17.9,School_Institution_3,school_institutional,5
Z007,10,21.47,107.35,1.0,21.47,School_Institution_3,school_institutional,5
Z007,11,23.8,119.0,1.0,23.8,School_Institution_3,school_institutional,5
Z007,12,24.53,122.65,1.0,24.53,School_Institution_3,school_institutional,5
Z007,13,24.3,121.5,1.0,24.3,School_Institution_3,school_institutional,5
Z007,14,21.62,108.10000000000001,1.0,21.62,School_Institution_3,school_institutional,5
Z007,15,19.43,97.15,1.0,19.43,School_Institution_3,school_institutional,5
Z007,16,15.73,78.65,1.0,15.73,School_Institution_3,school_institutional,5
Z007,17,11.76,58.8,1.0,11.76,School_Institution_3,school_institutional,5
Z007,18,7.84,39.2,1.0,7.84,School_Institution_3,school_institutional,5
Z007,19,5.24,26.200000000000003,1.0,5.24,School_Institution_3,school_institutional,5
Z007,20,3.49,17.450000000000003,1.0,3.49,School_Institution_3,school_institutional,5
Z007,21,1.98,9.9,1.0,1.98,School_Institution_3,school_institutional,5
Z007,22,1.25,6.25,1.0,1.25,School_Institution_3,school_institutional,5
Z007,23,1.07,5.3500000000000005,1.0,1.07,School_Institution_3,school_institutional,5
Z007,24,1.05,5.25,0.0,0.0,School_Institution_3,school_institutional,5
Z007,25,1.28,6.4,1.0,1.28,School_Institution_3,school_institutional,5
Z007,26,1.28,6.4,1.0,1.28,School_Institution_3,school_institutional,5
Z007,27,2.17,10.85,1.0,2.17,School_Institution_3,school_institutional,5
Z007,28,3.55,17.75,0.038365342,0.13619696409999998,School_Institution_3,school_institutional,5
Z007,29,5.51,27.549999999999997,1.0,5.51,School_Institution_3,school_institutional,5
Z007,30,8.17,40.85,1.0,8.17,School_Institution_3,school_institutional,5
Z007,31,10.53,52.65,1.0,10.53,School_Institution_3,school_institutional,5
Z007,32,16.06,80.3,1.0,16.06,School_Institution_3,school_institutional,5
Z007,33,18.3,91.5,1.0,18.3,School_Institution_3,school_institutional,5
Z007,34,22.86,114.3,1.0,22.86,School_Institution_3,school_institutional,5
Z007,35,24.67,123.35000000000001,1.0,24.67,School_Institution_3,school_institutional,5
Z007,36,25.56,127.8,1.0,25.56,School_Institution_3,school_institutional,5
Z007,37,25.68,128.4,1.0,25.68,School_Institution_3,school_institutional,5
Z007,38,21.54,107.69999999999999,1.0,21.54,School_Institution_3,school_institutional,5
Z007,39,18.54,92.69999999999999,1.0,18.54,School_Institution_3,school_institutional,5
Z007,40,14.47,72.35000000000001,1.0,14.47,School_Institution_3,school_institutional,5
Z007,41,11.25,56.25,1.0,11.25,School_Institution_3,school_institutional,5
Z007,42,8.98,44.900000000000006,1.0,8.98,School_Institution_3,school_institutional,5
Z007,43,5.32,26.6,1.0,5.32,School_Institution_3,school_institutional,5
Z007,44,3.65,18.25,1.0,3.65,School_Institution_3,school_institutional,5
Z007,45,2.1,10.5,1.0,2.1,School_Institution_3,school_institutional,5
Z007,46,1.31,6.550000000000001,1.0,1.31,School_Institution_3,school_institutional,5
Z007,47,1.32,6.6000000000000005,1.0,1.32,School_Institution_3,school_institutional,5
Z008,0,0.9,0.0,0.3,0.27,School_Institution_4,school_institutional,5
