zone_id,hour,demand_kwh,served_fraction,allocated_kwh,zone_name,category,criticality_score,effective_need
Z003,27,17.88,0.7290462316951621,13.035346622709499,ColdStorage_WaterPump_1,cold_storage_water,7,125.16
Z003,28,18.07,0,0,ColdStorage_WaterPump_1,cold_storage_water,7,126.49000000000001
Z003,29,20.15,0,0,ColdStorage_WaterPump_1,cold_storage_water,7,141.04999999999998
Z003,30,20.48,0,0,ColdStorage_WaterPump_1,cold_storage_water,7,143.36
Z003,31,17.56,0,0,ColdStorage_WaterPump_1,cold_storage_water,7,122.91999999999999
Z003,32,17.13,0.6898721608539159,11.817510115427579,ColdStorage_WaterPump_1,cold_storage_water,7,119.91
Z003,33,21.06,0.6883473389355742,14.496594957983191,ColdStorage_WaterPump_1,cold_storage_water,7,147.42
Z003,34,17.07,0.6884305162102613,11.751508911709161,ColdStorage_WaterPump_1,cold_storage_water,7,119.49000000000001
Z003,35,17.82,0.689311064718163,12.283523173277663,ColdStorage_WaterPump_1,cold_storage_water,7,124.74000000000001
Z003,36,20.51,0.6341853790308967,13.00714212392369,ColdStorage_WaterPump_1,cold_storage_water,7,143.57000000000002
Z003,37,23.13,0.6271002024291499,14.504827682186235,ColdStorage_WaterPump_1,cold_storage_water,7,161.91
Z003,38,25.85,0.6259676864902028,16.181264695771745,ColdStorage_WaterPump_1,cold_storage_water,7,180.95000000000002
Z003,39,26.51,0.6200573892963869,16.437721390247216,ColdStorage_WaterPump_1,cold_storage_water,7,185.57000000000002
Z003,40,24.55,0.7539786604962078,18.510176115181903,ColdStorage_WaterPump_1,cold_storage_water,7,171.85
Z003,41,26.69,0.7636275731660149,20.381219927800938,ColdStorage_WaterPump_1,cold_storage_water,7,186.83
Z003,42,26.29,0.7464056509418237,19.623004563260544,ColdStorage_WaterPump_1,cold_storage_water,7,184.03
Z003,43,28.82,0.7412716810862277,21.36344984890508,ColdStorage_WaterPump_1,cold_storage_water,7,201.74
Z003,44,25.88,0.6811800100284139,17.62893865953535,ColdStorage_WaterPump_1,cold_storage_water,7,181.16
Z003,45,23.83,0.6980552712384852,16.634657113613102,ColdStorage_WaterPump_1,cold_storage_water,7,166.81
Z003,46,22.82,0.6961896451425248,15.887047702152415,ColdStorage_WaterPump_1,cold_storage_water,7,159.74
Z003,47,24.43,0.6903706859821049,16.865755858542823,ColdStorage_WaterPump_1,cold_storage_water,7,171.01
Z004,0,29.08,0.8784550283604935,25.54547222472315,ColdStorage_WaterPump_2,cold_storage_water,7,203.56
Z004,1,23.68,0.8751701314440199,20.72402871259439,ColdStorage_WaterPump_2,cold_storage_water,7,165.76
Z004,2,25.71,0.8933954582466299,22.969197231520855,ColdStorage_WaterPump_2,cold_storage_water,7,179.97
Z004,3,26.63,0.8659060342508743,23.059077692100782,ColdStorage_WaterPump_2,cold_storage_water,7,186.41
Z004,4,28.53,0.7255405314947453,20.699671363545082,ColdStorage_WaterPump_2,cold_storage_water,7,199.71
Z004,5,25.01,0.7147758152173914,17.87654313858696,ColdStorage_WaterPump_2,cold_storage_water,7,175.07000000000002
Z004,6,27.7,0.7010365724005955,19.418713055496493,ColdStorage_WaterPump_2,cold_storage_water,7,193.9
Z004,7,27.9,0.7061620912667902,19.701922346343444,ColdStorage_WaterPump_2,cold_storage_water,7,195.29999999999998
Z004,8,25.52,0.6555531640120534,16.729716745587602,ColdStorage_WaterPump_2,cold_storage_water,7,178.64
Z004,9,26.33,0.6528769424611509,17.190249895002104,ColdStorage_WaterPump_2,cold_storage_water,7,184.31
Z004,10,29.46,0.6486106052880765,19.108068431786734,ColdStorage_WaterPump_2,cold_storage_water,7,206.22
Z004,11,29.9,0.6590038036587574,19.704213729396848,ColdStorage_WaterPump_2,cold_storage_water,7,209.29999999999998
Z004,12,31.6,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,221.20000000000002
Z004,13,33.67,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,235.69
Z004,14,38.21,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,267.47
Z004,15,37.73,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,264.10999999999996
Z004,16,37.83,0.6208608925711899,23.487167565968115,ColdStorage_WaterPump_2,cold_storage_water,7,264.81
Z004,17,36.08,0.6231767281602182,22.48421635202067,ColdStorage_WaterPump_2,cold_storage_water,7,252.56
Z004,18,38.06,0.6193158919362001,23.571162847091777,ColdStorage_WaterPump_2,cold_storage_water,7,266.42
Z004,19,37.86,0.62406611878969,23.62714325737766,ColdStorage_WaterPump_2,cold_storage_water,7,265.02
Z004,20,44.38,0.7434156925256818,32.992788434289764,ColdStorage_WaterPump_2,cold_storage_water,7,310.66
Z004,21,37.61,0.7596420145655965,28.570136167812084,ColdStorage_WaterPump_2,cold_storage_water,7,263.27
Z004,22,38.49,0.7974670658682635,30.694507365269466,ColdStorage_WaterPump_2,cold_storage_water,7,269.43
Z004,23,35.63,0.7967130995676938,28.38688773759693,ColdStorage_WaterPump_2,cold_storage_water,7,249.41000000000003
Z004,24,29.72,0.7210853258321613,21.430655883731834,ColdStorage_WaterPump_2,cold_storage_water,7,208.04
Z004,25,29,0.7281435720988426,21.116163590866435,ColdStorage_WaterPump_2,cold_storage_water,7,203
Z004,26,23.15,0.7347820984273532,17.010205578593226,ColdStorage_WaterPump_2,cold_storage_water,7,162.04999999999998
Z004,27,26.78,0.7290462316951621,19.523858084796444,ColdStorage_WaterPump_2,cold_storage_water,7,187.46
Z004,28,28,0.6440061604224291,18.032172491828014,ColdStorage_WaterPump_2,cold_storage_water,7,196
Z004,29,22.8,0.6543257639472947,14.91862741799832,ColdStorage_WaterPump_2,cold_storage_water,7,159.6
Z004,30,24.78,0.6582113381803892,16.310476960110044,ColdStorage_WaterPump_2,cold_storage_water,7,173.46
Z004,31,28.32,0.6508767881864328,18.43283064143978,ColdStorage_WaterPump_2,cold_storage_water,7,198.24
Z004,32,26.22,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,183.54
Z004,33,24.88,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,174.16
Z004,34,26.04,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,182.28
Z004,35,26.22,0,0,ColdStorage_WaterPump_2,cold_storage_water,7,183.54
Z004,36,31.36,0.6341853790308967,19.888053486408918,ColdStorage_WaterPump_2,cold_storage_water,7,219.51999999999998
Z004,37,33.91,0.6271002024291499,21.26496786437247,ColdStorage_WaterPump_2,cold_storage_water,7,237.36999999999998
Z004,38,35.16,0.6259676864902028,22.00902385699553,ColdStorage_WaterPump_2,cold_storage_water,7,246.11999999999998
Z004,39,36.53,0.6200573892963869,22.650696430997012,ColdStorage_WaterPump_2,cold_storage_water,7,255.71
Z004,40,37.92,0.7539786604962078,28.5908708060162,ColdStorage_WaterPump_2,cold_storage_water,7,265.44
Z004,41,41.07,0.7636275731660149,31.362184429928234,ColdStorage_WaterPump_2,cold_storage_water,7,287.49
Z004,42,38.84,0.7464056509418237,28.990395482580432,ColdStorage_WaterPump_2,cold_storage_water,7,271.88
Z004,43,39.51,0.7412716810862277,29.28764411971685,ColdStorage_WaterPump_2,cold_storage_water,7,276.57
Z004,44,37.7,0.6811800100284139,25.680486378071205,ColdStorage_WaterPump_2,cold_storage_water,7,263.90000000000003
Z004,45,35.1,0.6980552712384852,24.50174002047083,ColdStorage_WaterPump_2,cold_storage_water,7,245.70000000000002
Z004,46,34.24,0.6961896451425248,23.837533449680052,ColdStorage_WaterPump_2,cold_storage_water,7,239.68
Z004,47,34.3,0.6903706859821049,23.679714529186196,ColdStorage_WaterPump_2,cold_storage_water,7,240.09999999999997
Z005,0,1.08,0.8784550283604935,0.9487314306293331,School_Institution_1,school_institutional,5,0
Z005,1,1.02,0.8751701314440199,0.8926735340729003,School_Institution_1,school_institutional,5,0
Z005,2,0.97,0.8933954582466299,0.866593594499231,School_Institution_1,school_institutional,5,0
Z005,3,1.72,0.8659060342508743,1.4893583789115037,School_Institution_1,school_institutional,5,0
Z005,4,2.85,0.7255405314947453,2.067790514760024,School_Institution_1,school_institutional,5,0
Z005,5,4.56,0.7147758152173914,3.2593777173913048,School_Institution_1,school_institutional,5,0
Z005,6,6.85,0.7010365724005955,4.802100520944078,School_Institution_1,school_institutional,5,0
Z005,7,10.02,0.7061620912667902,7.075744154493237,School_Institution_1,school_institutional,5,0
Z005,8,13.29,0.6555531640120534,8.71230154972019,School_Institution_1,school_institutional,5,0
Z005,9,17.19,0.6528769424611509,11.222954640907185,School_Institution_1,school_institutional,5,0
Z005,10,20.05,0.6486106052880765,13.004642636025933,School_Institution_1,school_institutional,5,0
Z005,11,22.53,0.6590038036587574,14.847355696431805,School_Institution_1,school_institutional,5,0
Z005,12,22.57,0.6943208065994501,15.670820604949588,School_Institution_1,school_institutional,5,0
Z005,13,20.44,0.6936556765951287,14.178322029604432,School_Institution_1,school_institutional,5,0
Z005,14,18.93,0.7119654885340195,13.47750669794899,School_Institution_1,school_institutional,5,0
Z005,15,16.73,0.7130024107813303,11.928530332371656,School_Institution_1,school_institutional,5,0
Z005,16,12.81,0,0,School_Institution_1,school_institutional,5,0
Z005,17,10.18,0,0,School_Institution_1,school_institutional,5,0
Z005,18,7.47,0,0,School_Institution_1,school_institutional,5,0
Z005,19,4.43,0,0,School_Institution_1,school_institutional,5,0
Z005,20,2.6,0.7434156925256818,1.9328808005667728,School_Institution_1,school_institutional,5,0
Z005,21,1.84,0.7596420145655965,1.3977413068006976,School_Institution_1,school_institutional,5,0
Z005,22,1.08,0.7974670658682635,0.8612644311377247,School_Institution_1,school_institutional,5,0
Z005,23,1.12,0.7967130995676938,0.8923186715158171,School_Institution_1,school_institutional,5,0
Z005,24,0.99,0.7210853258321613,0.7138744725738397,School_Institution_1,school_institutional,5,0
Z005,25,1.19,0.7281435720988426,0.8664908507976227,School_Institution_1,school_institutional,5,0
Z005,26,1.12,0.7347820984273532,0.8229559502386357,School_Institution_1,school_institutional,5,0
Z005,27,1.7,0.7290462316951621,1.2393785938817756,School_Institution_1,school_institutional,5,0
Z005,28,2.85,0.6440061604224291,1.8354175572039229,School_Institution_1,school_institutional,5,0
Z005,29,4.69,0.6543257639472947,3.0687878329128124,School_Institution_1,school_institutional,5,0
Z005,30,6.92,0.6582113381803892,4.554822460208293,School_Institution_1,school_institutional,5,0
Z005,31,9.69,0.6508767881864328,6.3069960775265335,School_Institution_1,school_institutional,5,0
Z005,32,12.18,0.6898721608539159,8.402642919200696,School_Institution_1,school_institutional,5,0
Z005,33,17.48,0.6883473389355742,12.032311484593837,School_Institution_1,school_institutional,5,0
Z005,34,18.95,0.6884305162102613,13.045758282184451,School_Institution_1,school_institutional,5,0
Z005,35,20.96,0.689311064718163,14.447959916492696,School_Institution_1,school_institutional,5,0
Z005,36,21.64,0,0,School_Institution_1,school_institutional,5,0
Z005,37,17.91,0,0,School_Institution_1,school_institutional,5,0
Z005,38,19.6,0,0,School_Institution_1,school_institutional,5,0
Z005,39,15.93,0,0,School_Institution_1,school_institutional,5,0
Z005,40,12.83,0.7539786604962078,9.673546214166345,School_Institution_1,school_institutional,5,0
Z005,41,9.9,0.7636275731660149,7.559912974343548,School_Institution_1,school_institutional,5,0
Z005,42,6.58,0.7464056509418237,4.9113491831972,School_Institution_1,school_institutional,5,0
Z005,43,4.89,0.7412716810862277,3.6248185205116528,School_Institution_1,school_institutional,5,0
Z005,44,2.79,0.6811800100284139,1.9004922279792749,School_Institution_1,school_institutional,5,0
Z005,45,1.62,0.6980552712384852,1.130849539406346,School_Institution_1,school_institutional,5,0
Z005,46,1.02,0.6961896451425248,0.7101134380453753,School_Institution_1,school_institutional,5,0
Z005,47,1.09,0.6903706859821049,0.7525040477204944,School_Institution_1,school_institutional,5,0
Z006,0,1.09,0,0,School_Institution_2,school_institutional,5,5.45
Z006,1,1.01,0,0,School_Institution_2,school_institutional,5,5.05
Z006,2,0.95,0,0,School_Institution_2,school_institutional,5,4.75
Z006,3,1.77,0,0,School_Institution_2,school_institutional,5,8.85
Z006,4,2.65,0.7255405314947453,1.922682408461075,School_Institution_2,school_institutional,5,13.25
Z006,5,4.84,0.7147758152173914,3.4595149456521743,School_Institution_2,school_institutional,5,24.2
Z006,6,6.76,0.7010365724005955,4.739007229428025,School_Institution_2,school_institutional,5,33.8
Z006,7,9.16,0.7061620912667902,6.468444756003798,School_Institution_2,school_institutional,5,45.8
Z006,8,12.18,0.6555531640120534,7.984637537666811,School_Institution_2,school_institutional,5,60.9
Z006,9,16.2,0.6528769424611509,10.576606467870644,School_Institution_2,school_institutional,5,81
Z006,10,19.42,0.6486106052880765,12.596017954694446,School_Institution_2,school_institutional,5,97.10000000000001
Z006,11,20,0.6590038036587574,13.18007607317515,School_Institution_2,school_institutional,5,100
Z006,12,22.07,0.6943208065994501,15.323660201649863,School_Institution_2,school_institutional,5,110.35
Z006,13,22.78,0.6936556765951287,15.801476312837034,School_Institution_2,school_institutional,5,113.9
Z006,14,18.2,0.7119654885340195,12.957771891319155,School_Institution_2,school_institutional,5,91
Z006,15,14.68,0.7130024107813303,10.466875390269928,School_Institution_2,school_institutional,5,73.4
Z006,16,11.87,0.6208608925711899,7.369618794820024,School_Institution_2,school_institutional,5,59.349999999999994
Z006,17,8.76,0.6231767281602182,5.459028138683511,School_Institution_2,school_institutional,5,43.8
Z006,18,6.52,0.6193158919362001,4.037939615424024,School_Institution_2,school_institutional,5,32.599999999999994
Z006,19,4.32,0.62406611878969,2.6959656331714608,School_Institution_2,school_institutional,5,21.6
Z006,20,2.6,0,0,School_Institution_2,school_institutional,5,13
Z006,21,1.71,0,0,School_Institution_2,school_institutional,5,8.55
Z006,22,0.88,0,0,School_Institution_2,school_institutional,5,4.4
Z006,23,0.96,0,0,School_Institution_2,school_institutional,5,4.8
Z006,24,1.17,0.7210853258321613,0.8436698312236287,School_Institution_2,school_institutional,5,5.85
Z006,25,1.11,0.7281435720988426,0.8082393650297154,School_Institution_2,school_institutional,5,5.550000000000001
Z006,26,1.08,0.7347820984273532,0.7935646663015415,School_Institution_2,school_institutional,5,5.4
Z006,27,1.71,0.7290462316951621,1.2466690561987273,School_Institution_2,school_institutional,5,8.55
Z006,28,3.13,0.6440061604224291,2.015739282122203,School_Institution_2,school_institutional,5,15.649999999999999
Z006,29,4.66,0.6543257639472947,3.0491580599943933,School_Institution_2,school_institutional,5,23.3
Z006,30,6.81,0.6582113381803892,4.48241921300845,School_Institution_2,school_institutional,5,34.05
Z006,31,8.86,0.6508767881864328,5.766768343331794,School_Institution_2,school_institutional,5,44.3
Z006,32,12.61,0.6898721608539159,8.699287948367878,School_Institution_2,school_institutional,5,63.05
Z006,33,15.07,0.6883473389355742,10.373394397759103,School_Institution_2,school_institutional,5,75.35
Z006,34,17.65,0.6884305162102613,12.15079861111111,School_Institution_2,school_institutional,5,88.25
Z006,35,19.38,0.689311064718163,13.358848434237997,School_Institution_2,school_institutional,5,96.89999999999999
Z006,36,20.83,0.6341853790308967,13.210081445213577,School_Institution_2,school_institutional,5,104.14999999999999
Z006,37,19.84,0.6271002024291499,12.441668016194333,School_Institution_2,school_institutional,5,99.2
Z006,38,19.4,0.6259676864902028,12.143773117909934,School_Institution_2,school_institutional,5,97
Z006,39,14.51,0.6200573892963869,8.997032718690573,School_Institution_2,school_institutional,5,72.55
Z006,40,12.54,0,0,School_Institution_2,school_institutional,5,62.699999999999996
Z006,41,10.63,0,0,School_Institution_2,school_institutional,5,53.150000000000006
Z006,42,6.8,0,0,School_Institution_2,school_institutional,5,34
Z006,43,4.84,0,0,School_Institution_2,school_institutional,5,24.2
Z006,44,3.02,0.6811800100284139,2.05716363028581,School_Institution_2,school_institutional,5,15.1
Z006,45,1.79,0.6980552712384852,1.2495189355168885,School_Institution_2,school_institutional,5,8.95
Z006,46,1.09,0.6961896451425248,0.7588467132053521,School_Institution_2,school_institutional,5,5.45
Z006,47,0.96,0.6903706859821049,0.6627558585428207,School_Institution_2,school_institutional,5,4.8
Z007,0,1.24,0.8784550283604935,1.089284235167012,School_Institution_3,school_institutional,5,6.2
Z007,1,1.23,0.8751701314440199,1.0764592616761444,School_Institution_3,school_institutional,5,6.15
Z007,2,1.14,0.8933954582466299,1.018470822401158,School_Institution_3,school_institutional,5,5.699999999999999
Z007,3,1.95,0.8659060342508743,1.688516766789205,School_Institution_3,school_institutional,5,9.75
Z007,4,3.15,0,0,School_Institution_3,school_institutional,5,15.75
Z007,5,4.9,0,0,School_Institution_3,school_institutional,5,24.5
Z007,6,8.27,0,0,School_Institution_3,school_institutional,5,41.349999999999994
Z007,7,11.48,0,0,School_Institution_3,school_institutional,5,57.400000000000006
Z007,8,14.62,0.6555531640120534,9.58418725785622,School_Institution_3,school_institutional,5,73.1
Z007,9,17.9,0.6528769424611509,11.6864972700546,School_Institution_3,school_institutional,5,89.5
Z007,10,21.47,0.6486106052880765,13.925669695535001,School_Institution_3,school_institutional,5,107.35
